"Gene ID","Description","Log2 FC MF/PF","-Log10(P-Value)","significance","Log2 FC PF/MF","Ratio H/L normalized Significance B","FC MF/PF","Significant","Annotation","Coordinates"
"Tb927.10.4950","small nuclear ribonucleoprotein, putative",0.04476161,0.13184322242438,"Not Significant",-0.04476161,0.738170657,1.03151271872062,NA,"iprscan;PANTHER:PTHR23338:SF17;;score=2.9E-5;query 7-86;description=null","1230434:1230829 Reverse"
"Tb927.6.1090","proteasome regulatory ATPase subunit 3",0.04431525,0.0744730075731872,"Not Significant",-0.04431525,0.842416748,1.03119362509023,NA,"InterPro:IPR003593 :AAA ATPase, core;SMART:SM00382;;query 182-321;description=AAA ATPase, core","429988:431199 Reverse"
"Tb927.5.1310","protoheme IX farnesyltransferase, putative",0.0436608,0.0975370932773836,"Not Significant",-0.0436608,0.798845709,1.03072595063203,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","484929:486044 Forward"
"Tb927.10.2980","proteasome regulatory non-ATPase subunit 11",0.0436608,0.0741416111369787,"Not Significant",-0.0436608,0.843059815,1.03072595063203,NA,"iprscan;InterPro:IPR000555 :Mov34/MPN/PAD-1;Pfam:PF01398;;score=2.1E-43;query 22-135;description=Mov34/MPN/PAD-1","778268:779185 Forward;>Tb927.10.3030 | proteasome regulatory non-ATPase subunit 11 | iprscan;InterPro:IPR000555 :Mov34/MPN/PAD-1;Pfam:PF01398;;score=2.1E-43;query 22-135;description=Mov34/MPN/PAD-1 | 794511:795428 Forward"
"Tb927.10.7480","hypothetical protein, conserved",0.04256084,0.111632759533046,"Not Significant",-0.04256084,0.773334242,1.02994038945195,NA,"Signal anchor","1881480:1882070 Reverse"
"Tb927.10.12710","heat shock protein 110, putative",0.04238247,0.144248269540449,"Not Significant",-0.04238247,0.717384073,1.02981305893104,NA,"iprscan;InterPro:IPR013126 :Heat shock protein 70;Pfam:PF00012;;score=1.7E-85;query 3-403;description=Heat shock protein 70","3085599:3088034 Reverse;REV__>Tb927.10.11860 | hypothetical protein, conserved | term=annotation;date=20110221;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK | 2896718:2897959 Forward"
"Tb927.10.11210","hypothetical protein, conserved",0.042026,0.130302200884997,"Not Significant",-0.042026,0.740794585,1.02955863779415,NA,"Signal peptide","2743179:2744594 Reverse"
"Tb927.7.2390","hypothetical protein, conserved",0.04192198,0.144021891679454,"Not Significant",-0.04192198,0.71775811,1.02948440808812,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","613867:616722 Reverse"
"Tb927.3.2200","hypothetical protein, conserved",0.04159526,0.111095274967282,"Not Significant",-0.04159526,0.774291916,1.02925129225072,NA,"Low similarity (54.6% )to Leishmania major protein antigen LmSTI1 PUBMED 8943412","575548:576594 Reverse"
"Tb927.10.15970","class 3 lipase, putative",0.04156561,0.143571111973758,"Not Significant",-0.04156561,0.7185035,1.02923013948707,NA,"Tb927.10.15970 is included in the African trypanosome cell surface phylome and is a member of Fam63 (14 members)","3933964:3935658 Forward"
"Tb927.10.13250","hypothetical protein, conserved",0.04011115,0.0957957205780745,"Not Significant",-0.04011115,0.802055238,1.02819303899877,NA,"iprscan;InterPro:IPR011046 :WD40 repeat-like;Superfamily:SSF50978;;score=2.9E-8;query 835-1098;description=WD40 repeat-like-containing domain","3224502:3230234 Reverse"
"Tb927.10.1550","proteasome regulatory non-ATP-ase subunit 5",0.03936971,0.071973615979454,"Not Significant",-0.03936971,0.847278886,1.02766475854842,NA,"iprscan;InterPro:IPR000717 :Proteasome component region PCI;Pfam:PF01399;;score=1.3E-11;query 368-431;description=Proteasome component region PCI","426281:427729 Reverse"
"Tb927.7.2560","hypothetical protein, conserved",0.03929557,0.10981705826424,"Not Significant",-0.03929557,0.776574171,1.02761194828336,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","655397:659014 Reverse"
"Tb927.5.2780","mitochondrial DNA polymerase beta",0.03928072,0.0719287479419497,"Not Significant",-0.03928072,0.847366425,1.02760137088588,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","936552:937775 Reverse"
"Tb927.10.2520","hypothetical protein, conserved",0.03837668,0.0949467066032759,"Not Significant",-0.03837668,0.803624731,1.02695764389635,NA,"term=annotation;date=20110222;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","655423:657621 Forward"
"Tb927.10.4600","predicted SET domain protein",0.03796186,0.133090970688283,"Not Significant",-0.03796186,0.736052902,1.02666240386357,NA,"iprscan;InterPro:IPR001214 :SET;Prosite:PS50280;;score=14.078;query 299-406;description=SET","1173075:1174448 Reverse"
"Tb927.10.15760","hypothetical protein, conserved",0.03772493,0.141962194256578,"Not Significant",-0.03772493,0.721170255,1.02649381164994,NA,"missing_note_qualifer","3895573:3896520 Forward"
"Tb927.6.4740","importin-alpha re-exporter protein, putative",0.03765087,0.118048858675868,"Not Significant",-0.03765087,0.76199328,1.0264411184762,NA,"InterPro:IPR005043 :CAS/CSE, C-terminal;Pfam:PF03378;;query 526-952;description=CAS/CSE, C-terminal","1317878:1320760 Forward"
"Tb927.8.7700","amino acid transporter, putative",0.03698462,0.117607052146701,"Not Significant",-0.03698462,0.762768848,1.02596720784909,NA,"Tb927.8.7700 is included in the African trypanosome cell surface phylome and is a member of Fam54 (74 members)","2216388:2218028 Forward;>Tb927.8.7680 | amino acid transporter, putative | Tb927.8.7680 is included in the African trypanosome cell surface phylome and is a member of Fam54 (74 members) | 2212346:2213986 Forward"
"Tb927.3.2180","hypothetical protein, conserved",0.03670348,0.0706308539282929,"Not Significant",-0.03670348,0.849902577,1.02576729566386,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","573648:574118 Reverse"
"Tb927.11.6050","hypothetical protein, conserved",0.03670348,0.132345192483255,"Not Significant",-0.03670348,0.737317951,1.02576729566386,NA,"term=annotation;date=20110222;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","1708415:1713538 Reverse"
"Tb927.11.8900","hypothetical protein, conserved",0.03648148,0.0999231846865006,"Not Significant",-0.03648148,0.794468743,1.02560946409625,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","2444850:2445461 Could not determine strand"
"Tb927.8.1930","hypothetical protein, conserved",0.03587492,0.107920744322739,"Not Significant",-0.03587492,0.779972437,1.025178352252,NA,"InterPro:IPR009360 :Isy1-like splicing;PANTHER:PTHR13021;;query 28-141;description=Isy1-like splicing","621146:621976 Reverse"
"Tb927.7.3960","50S ribosomal protein L16, putative",0.03583058,0.0701919613862512,"Not Significant",-0.03583058,0.850761912,1.02514684475504,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","1037883:1038386 Forward"
"Tb927.11.7180","hypothetical protein, conserved",0.03581577,0.0995705832322094,"Not Significant",-0.03581577,0.79511403,1.02513632115413,NA,"InterPro:IPR003409 :MORN motif;SMART:SM00698;;query 103-124;description=MORN motif","2008093:2010054 Reverse"
"Tb927.7.3770","hypothetical protein, conserved",0.03515046,0.116392383228082,"Not Significant",-0.03515046,0.764905206,1.02466368058341,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","986160:987887 Reverse"
"Tb927.3.2100","hypothetical protein, conserved",0.03507654,0.140665788786033,"Not Significant",-0.03507654,0.723326225,1.02461118078497,NA,"Superfamily:SSF52540;;query 103-286;description=null","553025:553951 Reverse"
"Tb927.4.3190","ubiquitin-conjugating enzyme e2, putative",0.03481047,0.0932049284438856,"Not Significant",-0.03481047,0.806854214,1.02442223360502,NA,"ProDom:PD000461;;query 11-118;description=null","840584:841246 Forward;>Tb927.4.3460 | ubiquitin-conjugating enzyme e2, putative | PANTHER:PTHR11621:SF14;;query 1-148;description=null | 898874:899377 Reverse"
"Tb927.10.2860","hypothetical protein, conserved",0.03461836,0.131111341108464,"Not Significant",-0.03461836,0.739415685,1.02428583010518,NA,"iprscan;InterPro:IPR019782 :WD40 repeat 2;Prosite:PS50082;;score=10.609;query 109-140;description=WD40 repeat 2","729287:731629 Forward"
"Tb927.1.720","phosphoglycerate kinase",0.03424891,0.0693975977512316,"Not Significant",-0.03424891,0.852319456,1.02402356126837,NA,"InterPro:IPR001576 :Phosphoglycerate kinase;PRINTS:PR00477;;query 247-269;description=Phosphoglycerate kinase","235770:237299 Reverse"
"Tb927.8.5180","U6 snRNA-associated sm-like protein Lsm2",0.03380579,0.0927151652720913,"Not Significant",-0.03380579,0.807764634,1.02370908341384,NA,"InterPro:IPR010920 :Like-Sm ribonucleoprotein-related, core;Superfamily:SSF50182;;query 8-104;description=Like-Sm ribonucleoprotein-related, core","1546393:1546770 Forward"
"Tb927.9.2470","nucleolar protein",0.03376151,0.140023018199007,"Not Significant",-0.03376151,0.724397565,1.02367766364647,NA,"missing_note_qualifer","528721:531003 Reverse;REV__>Tb927.7.940 | protein kinase C substrate protein, heavy chain, putative | PANTHER:PTHR12630;;query 40-238;description=null | 237819:239264 Forward;REV__>Tb927.7.4870 | hypothetical protein, conserved | PANTHER:PTHR22982;;query 84-168;description=null | 1279341:1280153 Reverse"
"Tb927.7.3910","hypothetical protein, conserved",0.03371723,0.106727620117189,"Not Significant",-0.03371723,0.782118178,1.02364624484343,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","1022318:1023832 Forward"
"Tb927.10.9150","hypothetical protein, conserved",0.03368766,0.0984447992377128,"Not Significant",-0.03368766,0.797177809,1.02362526403432,NA,"term=annotation;date=20110221;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","2266922:2267824 Forward"
"Tb927.4.2300","hypothetical protein, conserved",0.0331561,0.125330942596119,"Not Significant",-0.0331561,0.74932299,1.02324817947921,NA,"term=annotation;date=20110221;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","597749:599869 Forward"
"Tb927.8.5610","hypothetical protein, conserved",0.03271331,0.0921830723721162,"Not Significant",-0.03271331,0.808754905,1.02293417372907,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","1665038:1666534 Forward"
"Tb927.7.7290","hypothetical protein, conserved",0.03184291,0.0917594912474161,"Not Significant",-0.03184291,0.809544094,1.02231720801621,NA,"InterPro:IPR013167 :COG4 transport;Pfam:PF08318;;query 186-531;description=COG4 transport","2103603:2106308 Reverse"
"Tb927.9.12820","dynein light chain, putative",0.03094351,0.113615316540186,"Not Significant",-0.03094351,0.769812012,1.02168007714426,NA,"InterPro:IPR005334 :Tctex-1;PANTHER:PTHR21255;;query 8-124;description=Tctex-1","2026706:2027080 Forward"
"Tb927.8.8200","hypothetical protein, conserved",0.03081086,0.113527951583886,"Not Significant",-0.03081086,0.769966887,1.0215861420935,NA,"InterPro:IPR009053 :Prefoldin;Superfamily:SSF46579;;query 335-422;description=Prefoldin","2426272:2428842 Forward"
"Tb927.3.4060","hypothetical protein, conserved",0.03013301,0.138193206461775,"Not Significant",-0.03013301,0.727456106,1.02110626277669,NA,"Superfamily:SSF52402;;query 364-434;description=null","1143431:1146001 Reverse"
"Tb927.10.4840","transcription factor IIa, putative",0.02998568,0.0908567011111357,"Not Significant",-0.02998568,0.811228685,1.02100199132629,NA,"Signal peptide","1210937:1211479 Reverse"
"Tb927.3.2960","inosine-adenosine-guanosine-nucleosidehydrolase",0.02944082,0.137915527620619,"Not Significant",-0.02944082,0.727921375,1.02061646417505,NA,"99.4% identical to GP:2645495: inosine-adenosine-guanosine-nucleoside hydrolase;IAG-nucleoside hydrolase {Trypanosoma brucei brucei}","763597:764580 Reverse"
"Tb927.10.4920","hypothetical protein, conserved",0.02763086,0.137022032243541,"Not Significant",-0.02763086,0.729420505,1.01933683359412,NA,"term=annotation;date=20110223;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","1226058:1227398 Reverse"
"Tb927.11.5230","hypothetical protein, conserved",0.02763086,0.0660863501779928,"Not Significant",-0.02763086,0.858842742,1.01933683359412,NA,"missing_note_qualifer","1491304:1492011 Could not determine strand"
"Tb927.4.3110","tRNA-dihydrouridine synthase 4, putative",0.02749851,0.136960141605731,"Not Significant",-0.02749851,0.729524461,1.01924332593093,NA,"InterPro:IPR001269 :Dihydrouridine synthase, DuS;Pfam:PF01207;;query 62-362;description=Dihydrouridine synthase, DuS","818647:819906 Forward"
"Tb927.10.2380","hypothetical protein, conserved",0.02729264,0.0659176713686488,"Not Significant",-0.02729264,0.859176379,1.01909789210953,NA,"iprscan;InterPro:IPR013026 :Tetratricopeptide region;Prosite:PS50293;;score=16.166;query 505-572;description=Tetratricopeptide region","609418:612168 Forward"
"Tb927.3.3280","vacuolar protein sorting-associated protein 4, putative",0.0272632,0.12204955044484,"Not Significant",-0.0272632,0.755006081,1.01907709635229,NA,"Curated by J. Mottram.","843271:844605 Reverse"
"Tb927.8.6850","hypothetical protein, conserved",0.0270868,0.0894503807636006,"Not Significant",-0.0270868,0.813859841,1.0189525002283,NA,"InterPro:IPR001841 :Zinc finger, RING-type;Prosite:PS50089;;query 16-51;description=Zinc finger, RING-type","1981257:1982117 Reverse"
"Tb927.3.4920","LETM1 and EF-hand domain-containing protein 1, putative",0.026881,0.065712443359694,"Not Significant",-0.026881,0.859582483,1.01880715733707,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","1379439:1380575 Forward"
"Tb927.4.660","hypothetical protein, conserved",0.02682221,0.110906873927042,"Not Significant",-0.02682221,0.774627884,1.01876564166625,NA,"PANTHER:PTHR20929;;query 435-561;description=null","187983:190046 Reverse"
"Tb927.10.8360","Poly(A)-specific ribonuclease PARN-2",0.0265871,0.102801614411113,"Not Significant",-0.0265871,0.789220551,1.01859963120157,NA,"iprscan;InterPro:IPR006941 :Ribonuclease CAF1;Pfam:PF04857;;score=1.4E-13;query 1-367;description=Ribonuclease CAF1","2064995:2066524 Forward"
"Tb927.1.1990","hypothetical protein, conserved",0.02636665,0.136431095501497,"Not Significant",-0.02636665,0.73041369,1.01844399669318,NA,"InterPro:IPR005037 :PRP38;PANTHER:PTHR23142;;query 79-156;description=PRP38","517835:518431 Forward"
"Tb927.4.2340","hypothetical protein, conserved",0.02633731,0.0945728734658509,"Not Significant",-0.02633731,0.804316775,1.01842328487109,NA,"missing_note_qualifer","606820:608397 Forward"
"Tb927.8.4780","hypothetical protein, conserved",0.02478071,0.135650048349406,"Not Significant",-0.02478071,0.731728468,1.01732504669334,NA,"Repetitive protein. Number of repetitive motif uncertain and not resolved.","1404852:1417307 Reverse"
"Tb927.11.6070","hypothetical protein, conserved",0.02426711,0.120387743963001,"Not Significant",-0.02426711,0.757900609,1.01696294303634,NA,"InterPro:IPR016024 :Armadillo-type fold;Superfamily:SSF48371;;query 90-433;description=Armadillo-type fold","1715866:1717173 Reverse;REV__>Tb927.5.1200 | exosome component CSL4 | 100% identical to GB:CAC39254.1: Csl4p homologue {Trypanosoma brucei} (PMID:11447124) | 460503:461432 Forward"
"Tb927.7.6640","hypothetical protein, conserved",0.02412038,0.1091377621088,"Not Significant",-0.02412038,0.77778979,1.01685951758573,NA,"term=annotation;date=20110221;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","1817377:1822230 Reverse"
"Tb927.8.2120","hypothetical protein, conserved",0.02391499,0.101336891314335,"Not Significant",-0.02391499,0.791886809,1.01671476217701,NA,"InterPro:IPR001611 :Leucine-rich repeat;PRINTS:PR00019;;query 232-245;description=Leucine-rich repeat","661502:662602 Forward"
"Tb927.8.980","phosphoacetylglucosamine mutase, putative",0.02331378,0.134938539122308,"Not Significant",-0.02331378,0.732928249,1.01629115793741,NA,"InterPro:IPR005844 :Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain I;Pfam:PF02878;;query 72-120;description=Alpha-D-phosphohexomutase, alpha/beta/alpha domain I","311464:313272 Reverse"
"Tb927.3.1340","ZFP family member, putative",0.0229619,0.124257136413764,"Not Significant",-0.0229619,0.751178006,1.01604331004552,NA,"term=annotation;date=20100916;qualifier=added_PMID:1 5743819;qualifier=added_GO:0005846;qualifier=added_PMID:157 43819;qualifier=added_tritryp_uc=62800;curatorName=mr7@sang er.ac.uk","336135:337895 Forward"
"Tb927.6.3300","GPI alpha-mannosyltransferase I",0.0222438,0.134507636457238,"Not Significant",-0.0222438,0.733655814,1.01553770135733,NA,"InterPro:IPR007704 :Mannosyltransferase, DXD;Pfam:PF05007;;query 134-410;description=Mannosyltransferase, DXD","973717:975009 Forward"
"Tb927.9.13470","hypothetical protein, conserved",0.02198018,0.086981345434932,"Not Significant",-0.02198018,0.818499945,1.01535215168591,NA,"InterPro:IPR001214 :SET;Prosite:PS50280;;query 90-197;description=SET","2134412:2136754 Reverse"
"Tb927.7.4090","serine/threonine-protein kinase, putative",0.02186293,0.134330232263024,"Not Significant",-0.02186293,0.733955565,1.01526963583963,NA,"InterPro:IPR001245 :Tyrosine protein kinase;SMART:SM00219;;query 47-638;description=Tyrosine protein kinase","1082760:1084727 Forward"
"Tb927.10.14300","protein kinase, putative",0.0216872,0.134248394768508,"Not Significant",-0.0216872,0.734093883,1.01514597667223,NA,"iprscan;InterPro:IPR001245 :Tyrosine protein kinase;SMART:SM00219;;score=5.0E-14;query 301-565;description=Tyrosine protein kinase","3473435:3476686 Reverse"
"Tb927.9.13530","hypothetical protein, conserved",0.02041362,0.0994230398105169,"Not Significant",-0.02041362,0.795384201,1.01425022317925,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","2148593:2149096 Reverse"
"Tb927.7.2730","leucine-rich repeat protein (LRRP), putative",0.02028193,0.0861625930756817,"Not Significant",-0.02028193,0.820044475,1.01415764608411,NA,"InterPro:IPR001611 :Leucine-rich repeat;Pfam:PF00560;;query 164-186;description=Leucine-rich repeat","710233:711156 Reverse"
"Tb927.11.2830","hypothetical protein, conserved",0.0201649,0.0861062145992404,"Not Significant",-0.0201649,0.820150937,1.01407538195191,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","829425:832535 Reverse"
"Tb927.3.3750","paraflagellar rod component, putative",0.0201356,0.0623606102859164,"Not Significant",-0.0201356,0.866242305,1.01405478708873,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","1047551:1048081 Forward"
"Tb927.7.3120","small nuclear ribonucleoprotein SmD1",0.02009174,0.106509406646013,"Not Significant",-0.02009174,0.782511256,1.0140239588363,NA,"100% identical to: GB:AAG00461.1: Sm-D1 {Trypanosoma brucei} (PMID:10900267)","792434:792754 Forward"
"Tb927.11.4350","hypothetical protein, conserved",0.02001858,0.099207499542196,"Not Significant",-0.02001858,0.795779048,1.01397253832833,NA,"iprscan;ProDom:PD936484;;score=7.0E-4;query 100-360;description=null","1262056:1263756 Reverse"
"Tb927.11.7330","hypothetical protein, conserved",0.02000393,0.0860286798030783,"Not Significant",-0.02000393,0.820297372,1.01396224188879,NA,"tmhmm;;query 1-210;| 2067623:2068255 Could not determine strand",NA
"Tb927.10.3860","SNF-7-like protein, putative",0.01903878,0.117498324864672,"Not Significant",-0.01903878,0.762959834,1.01328413712157,NA,"iprscan;InterPro:IPR005024 :Snf7;Pfam:PF03357;;score=1.2E-26;query 11-193;description=Snf7","1015754:1016416 Reverse"
"Tb927.10.14530","proteasome regulatory non-ATPase subunit 8",0.01890721,0.117425787403165,"Not Significant",-0.01890721,0.763087277,1.01319173248219,NA,"iprscan;InterPro:IPR000555 :Mov34/MPN/PAD-1;SMART:SM00232;;score=1.4E-11;query 49-193;description=Mov34/MPN/PAD-1","3552891:3554036 Reverse"
"Tb927.8.5560","hypothetical protein, conserved",0.01820576,0.121481551336625,"Not Significant",-0.01820576,0.755994174,1.01269923020434,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","1638752:1640353 Forward"
"Tb927.7.5890","hypothetical protein, conserved",0.01776754,0.0849525226246209,"Not Significant",-0.01776754,0.822332543,1.01239166855697,NA,"InterPro:IPR011046 :WD40 repeat-like;Superfamily:SSF50978;;query 374-731;description=WD40 repeat-like","1582729:1584960 Forward"
"Tb927.10.5400","hypothetical protein, conserved",0.01709587,0.104562234029071,"Not Significant",-0.01709587,0.786027546,1.01192044295044,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","1359987:1361711 Forward"
"Tb927.10.6310","major vault protein, putative",0.01706664,0.0608425575299001,"Not Significant",-0.01706664,0.869275506,1.01189994094962,NA,"iprscan;PANTHER:PTHR14165;;score=1.2E-163;query 7-862;description=null","1595162:1597750 Reverse"
"Tb927.5.680","hypothetical protein, conserved",0.01694987,0.116347632328576,"Not Significant",-0.01694987,0.764984028,1.01181804230088,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","298168:299925 Forward"
"Tb927.9.12850","hypothetical protein, conserved",0.01681849,0.0895964921573498,"Not Significant",-0.01681849,0.813586077,1.01172590460164,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","2031181:2032941 Forward"
"Tb927.8.4460","hypothetical protein, conserved",0.01677473,0.116251254318119,"Not Significant",-0.01677473,0.765153811,1.01169521727487,NA,"InterPro:IPR010441 :Protein of unknown function DUF1042;PANTHER:PTHR12509;;query 13-118;description=Protein of unknown function DUF1042","1321193:1324222 Reverse"
"Tb927.11.4740","paraflagellar rod component, putative",0.01646819,0.131822650466747,"Not Significant",-0.01646819,0.738205624,1.01148027780522,NA,"iprscan;ProDom:PD936484;;score=0.0080;query 120-442;description=null","1362157:1363701 Could not determine strand"
"Tb927.11.4940","AAA ATPase, putative",0.01610345,0.131653461065198,"Not Significant",-0.01610345,0.738493265,1.0112245891987,NA,"2 AAA ATPase domains","1407896:1409527 Could not determine strand"
"Tb927.2.2530","hypothetical protein, conserved",0.01508259,0.131180163802174,"Not Significant",-0.01508259,0.739298519,1.0105092934824,NA,"Signal peptide","497929:500427 Reverse"
"Tb927.3.1130","DNA polymerase delta subunit 2, putative",0.01464531,0.0884663394614449,"Not Significant",-0.01464531,0.815706007,1.01020305513542,NA,"PANTHER:PTHR10416;;query 316-561;description=null","275810:277510 Forward"
"Tb927.10.13110","dynein light chain, putative",0.01441218,0.102823293892765,"Not Significant",-0.01441218,0.789181155,1.01003982617554,NA,"iprscan;PANTHER:PTHR10779;;score=1.6E-36;query 8-110;description=null","3191431:3191787 Reverse"
"Tb927.11.6700","hypothetical protein, conserved",0.01426644,0.0832718660515182,"Not Significant",-0.01426644,0.825521016,1.00993779784303,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","1891950:1892348 Reverse"
"Tb927.6.4340","U6 snRNA-associated Sm-like protein LSm5p",0.01390226,0.118980631179126,"Not Significant",-0.01390226,0.760360187,1.00968289107558,NA,"100% identical to GB| AY551263 Trypanosoma brucei Lsm5p {Trypanosoma brucei}(PMID:14990572)","1226294:1226647 Reverse"
"Tb927.7.3860","hypothetical protein, conserved",0.01361091,0.0957222775961968,"Not Significant",-0.01361091,0.802190884,1.00947900778751,NA,"InterPro:IPR006603 :Cystinosin/ERS1p repeat;Pfam:PF04193;;query 143-195;description=Cystinosin/ERS1p repeat","1008426:1009145 Reverse"
"Tb927.11.3570","aminopeptidase, putative",0.01343617,0.130167783465623,"Not Significant",-0.01343617,0.741023902,1.00935674655098,NA,"curated by J. Mottram","1057399:1060014 Could not determine strand"
"Tb927.8.5510","apurinic/apyrimidinic endonuclease, putative",0.01168977,0.113459500764054,"Not Significant",-0.01168977,0.770088254,1.00813564708569,NA,"InterPro:IPR005135 :Endonuclease/exonuclease/phosphatase;Superfamily:SSF56219;;query 75-395;description=Endonuclease/exonuclease/phosphatase","1630582:1631772 Forward"
"Tb927.8.6390","lysophospholipase, putative",0.01131167,0.129146275169137,"Not Significant",-0.01131167,0.742768923,1.00787147057395,NA,"InterPro:IPR003140 :Phospholipase/carboxylesterase;Pfam:PF02230;;query 55-273;description=Phospholipase/carboxylesterase","1855921:1856763 Forward"
"Tb927.7.2120","hypothetical protein, conserved",0.01091912,0.0578147210115331,"Not Significant",-0.01091912,0.875357141,1.00759727116684,NA,"Superfamily:SSF63491;;query 322-410;description=null","539581:540828 Reverse"
"Tb927.7.5770","Nuclear Dbf2-related kinase",0.01009077,0.11677397392515,"Not Significant",-0.01009077,0.764233421,1.00701890664151,NA,"InterPro:IPR001245 :Tyrosine protein kinase;SMART:SM00219;;query 69-396;description=Tyrosine protein kinase","1556268:1557662 Forward"
"Tb927.10.9410","selenophosphate synthetase, putative",0.01007623,0.0860974324338711,"Not Significant",-0.01007623,0.820167522,1.00700875759358,NA,"iprscan;InterPro:IPR000728 :AIR synthase related protein;Pfam:PF00586;;score=1.3E-9;query 68-170;description=AIR synthase related protein","2325600:2326781 Forward"
"Tb927.11.3910","hypothetical protein, conserved",0.009684096,0.085894582868818,"Not Significant",-0.009684096,0.820550694,1.00673508318561,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","1143563:1146889 Could not determine strand"
"Tb927.9.3460","zinc finger protein family member, putative",0.009364599,0.128535564651179,"Not Significant",-0.009364599,0.743814149,1.00651215788507,NA,"InterPro:IPR000571 :Zinc finger, CCCH-type;Pfam:PF00642;;query 274-299;description=Zinc finger, CCCH-type","710166:712556 Forward"
"Tb927.8.1580","hypothetical protein, conserved",0.008885445,0.085481662345747,"Not Significant",-0.008885445,0.821331232,1.00617792630168,NA,"PANTHER:PTHR10366:SF1;;query 185-219;description=null","514037:514870 Forward"
"Tb927.2.5760","hypothetical protein, conserved",0.008711285,0.0991460357971599,"Not Significant",-0.008711285,0.795891679,1.00605646932984,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","1034074:1043301 Forward"
"Tb927.10.970","hypothetical protein, conserved",0.008101763,0.080324663865521,"Not Significant",-0.008101763,0.831142205,1.00563151186181,NA,"iprscan;InterPro:IPR013026 :Tetratricopeptide region;Prosite:PS50293;;score=8.654;query 157-231;description=Tetratricopeptide region","262544:267814 Forward"
"Tb927.9.13820","kinetoplastid membrane protein KMP-11",0.007971191,0.12754338154478,"Not Significant",-0.007971191,0.745515399,1.00554050068328,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","2179681:2179959 Reverse;>Tb927.9.13880 | kinetoplastid membrane protein KMP-11 | mitochondrial localisation predicted by MitoCarta (PMID:20660476) | 2180274:2180552 Reverse;>Tb927.9.13920 | kinetoplastid membrane protein KMP-11 | mitochondrial localisation predicted by MitoCarta (PMID:20660476) | 2180847:2181125 Reverse"
"Tb927.9.2010","kynureninase, putative",0.006144506,0.055475041963894,"Not Significant",-0.006144506,0.880085687,1.00426812964042,NA,"InterPro:IPR015424 :Pyridoxal phosphate-dependent transferase, major region;Superfamily:SSF53383;;query 1-434;description=Pyridoxal phosphate-dependent transferase, major region","452652:454043 Reverse"
"Tb927.3.2490","hypothetical protein, conserved",0.006043124,0.126620048079561,"Not Significant",-0.006043124,0.747102091,1.0041975595398,NA,"Superfamily:SSF52540;;query 54-363;description=null","626648:629539 Forward"
"Tb927.5.1000","ubiquitin-conjugating enzyme e2, putative",0.005883727,0.126543774138979,"Not Significant",-0.005883727,0.747233314,1.00408661631778,NA,"PANTHER:PTHR11621:SF29;;query 2-146;description=null","385346:385792 Forward"
"Tb927.9.3010","hypothetical protein, conserved",0.005579574,0.0913829815586989,"Not Significant",-0.005579574,0.810246229,1.00387495428387,NA,"term=annotation;date=20110228;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","671977:672207 Reverse"
