"Gene ID","Product Description","Log2 FC MF/PF","-Log10(P-Value)","significance","Log2 FC PF/MF","FC MF/PF","P value FC MF/PF"
"Tb927.11.5970","phosphoinositide-specific phospholipase C, putative",-0.29686942700637,2.55909091793478,"Not Significant",0.29686942700637,0.814016855392236,0.00276
"Tb927.11.5980","conserved protein",-0.0825222417852589,0.231361898752386,"Not Significant",0.0825222417852589,0.944405113509047,0.587
"Tb927.11.5990","hypothetical protein, conserved",0.19923020717335,0.889410289700751,"Not Significant",-0.19923020717335,1.14808559633424,0.129
"Tb927.11.600","hypothetical protein, conserved",-1.38738028002325,2.52870828894106,"Down in MF",1.38738028002325,0.382258296715583,0.00296
"Tb927.11.6000","ribosomal protein L4/L1 family, putative",-0.447977997631361,2.59859945921846,"Not Significant",0.447977997631361,0.733069558465065,0.00252
"Tb927.11.6010","conserved protein, unknown function",-0.134554787251266,0.525783735923745,"Not Significant",0.134554787251266,0.910950907813491,0.298
"Tb927.11.6020","hypothetical protein, conserved",0.230135738930621,0.75448733218585,"Not Significant",-0.230135738930621,1.17294530301201,0.176
"Tb927.11.6030","ras-like small GTPase, putative",0.657584478917812,2.5016894462104,"Not Significant",-0.657584478917812,1.57743928651974,0.00315
"Tb927.11.6040","Nodulin-like, putative",-0.908859682584883,0.882728704344236,"Not Significant",0.908859682584883,0.532605900758145,0.131
"Tb927.11.6050","Flagellar-associated PapD-like, putative",-0.152851070682028,0.995678626217357,"Not Significant",0.152851070682028,0.899471159706365,0.101
"Tb927.11.6060","major facilitator superfamily, putative",0.837774200382652,3.15242734085789,"Not Significant",-0.837774200382652,1.78729056974197,0.000704
"Tb927.11.6070","hypothetical protein, conserved",0.216167200099923,1.10902040301031,"Not Significant",-0.216167200099923,1.16164335194212,0.0778
"Tb927.11.6080","hypothetical protein, conserved",-0.164414803462834,0.798602875679548,"Not Significant",0.164414803462834,0.892290383389803,0.159
"Tb927.11.6090","tatD related deoxyribonuclease, putative",0.447672414535458,1.59176003468815,"Not Significant",-0.447672414535458,1.36383811989556,0.0256
"Tb927.11.610","hypothetical protein, conserved",-0.0268371636595205,0.0550240915879521,"Not Significant",0.0268371636595205,0.981569846948552,0.881
"Tb927.11.6100","hypothetical protein, conserved",0.448269892966381,2.28903688100472,"Not Significant",-0.448269892966381,1.36440305745628,0.00514
"Tb927.11.6120","ABC transporter, putative",3.5306250957699,5.12378215940836,"Up in MF",-3.5306250957699,11.5564396927064,7.52e-06
"Tb927.11.6130","SKP1-like protein",-0.00512892714506149,0,"Not Significant",0.00512892714506149,0.99645121050103,1
"Tb927.11.6140","40S ribosomal protein S15A, putative",-0.967359606589773,2.31875876262441,"Not Significant",0.967359606589773,0.511441236984798,0.0048
"Tb927.11.6150","60Kd inner membrane protein, putative",-1.05680662461517,4.46980030179692,"Down in MF",1.05680662461517,0.480694891067343,3.39e-05
"Tb927.11.6160","eukaryotic release factor 3, putative",-0.760463785622196,2.33724216831843,"Not Significant",0.760463785622196,0.590306533366479,0.0046
"Tb927.11.6170","protein transport protein SEC31, putative",-0.302550515770243,1.95860731484178,"Not Significant",0.302550515770243,0.81081769786625,0.011
"Tb927.11.6180","60S ribosomal protein L28, putative",-0.958313282998659,3.19586056766465,"Not Significant",0.958313282998659,0.514658270906718,0.000637
"Tb927.11.6190","hypothetical protein, conserved",0.447220729994456,1.99139982823808,"Not Significant",-0.447220729994456,1.36341119102001,0.0102
"Tb927.11.620","Regulatory-associated protein of TOR1",0.13176724580276,0.671620396561262,"Not Significant",-0.13176724580276,1.09563499020078,0.213
"Tb927.11.6200","60S ribosomal protein L28, putative",-0.952931032042522,3.08144546944973,"Not Significant",0.952931032042522,0.516581888420706,0.000829
"Tb927.11.6210","Lanosterol 14-alpha demethylase",-0.751081841718475,3.22475374025976,"Not Significant",0.751081841718475,0.594157845974364,0.000596
"Tb927.11.6220","palmitoyl acyltransferase 7, putative",0.628961018774004,3.44490555142168,"Not Significant",-0.628961018774004,1.54645088966543,0.000359
"Tb927.11.6230","protein transport protein SEC61 subunit alpha, putative",0.179976774025402,0.752026733638193,"Not Significant",-0.179976774025402,1.13286564712363,0.177
"Tb927.11.6240","hypothetical protein, conserved",0.964570217391723,2.21896306137887,"Not Significant",-0.964570217391723,1.95148208335808,0.00604
"Tb927.11.6250","hypothetical protein, conserved",-2.04127799359015,4.01144104312138,"Down in MF",2.04127799359015,0.242948428637073,9.74e-05
"Tb927.11.6260","hypothetical protein, conserved",0.809244049564578,3.48017200622428,"Not Significant",-0.809244049564578,1.75229302692591,0.000331
"Tb927.11.6270","inositol-1,4,5-trisphosphate (IP3) 5-phosphatase, putative",0.0515674606690878,0.122628654130226,"Not Significant",-0.0515674606690878,1.03639033070837,0.754
"Tb927.11.6280","pyruvate phosphate dikinase",-4.0141300568257,2.50863830616573,"Down in MF",4.0141300568257,0.0618908498756762,0.0031
"Tb927.11.6290","HIT zinc finger, putative",0.343193611413617,1.40011692792631,"Not Significant",-0.343193611413617,1.26856163040302,0.0398
"Tb927.11.630","RNA polymerase I second largest subunit",-0.36175543232284,2.48545224733971,"Not Significant",0.36175543232284,0.778217089821406,0.00327
"Tb927.11.6300","40S ribosomal protein S5, putative",-1.0001728563751,2.51999305704285,"Down in MF",1.0001728563751,0.499940096134239,0.00302
"Tb927.11.6310","hypothetical protein, conserved",0.193391074666891,0.910094888560602,"Not Significant",-0.193391074666891,1.14344825055778,0.123
"Tb927.11.6320","MRB1-associated protein",-0.499243534941544,2.25884840114822,"Not Significant",0.499243534941544,0.707477643924336,0.00551
"Tb927.11.6330","6-phosphogluconolactonase",-0.358970092660144,1.46344155742847,"Not Significant",0.358970092660144,0.779721006207065,0.0344
"Tb927.11.6340","PUB domain containing protein, putative",-0.0342264494447531,0.0752040042020878,"Not Significant",0.0342264494447531,0.976555234093542,0.841
"Tb927.11.6350","AAA ATPase, putative",-0.35698818545811,2.54211810326601,"Not Significant",0.35698818545811,0.780792886663123,0.00287
"Tb927.11.6360","60S ribosomal protein L24, putative",-0.17907681363721,0.385102783966865,"Not Significant",0.17907681363721,0.883268022252332,0.412
"Tb927.11.6370","leucine-rich repeat protein (LRRP), putative",-0.25453345755628,1.43770713554353,"Not Significant",0.25453345755628,0.838258168930643,0.0365
"Tb927.11.6380","hypothetical protein, conserved",0.221251943083274,1.10347378251044,"Not Significant",-0.221251943083274,1.16574475860777,0.0788
"Tb927.11.6390","START domain containing protein, putative",1.49867031433107,4.38615817812393,"Up in MF",-1.49867031433107,2.82582145530111,4.11e-05
"Tb927.11.640","pentatricopeptide repeat domain containing protein, putative",-0.0208556678951509,0.00788851221305034,"Not Significant",0.0208556678951509,0.985647939569757,0.982
"Tb927.11.6400","kinesin, putative",0.336553582013497,2.0433514207948,"Not Significant",-0.336553582013497,1.26273646858743,0.00905
"Tb927.11.6410","hypothetical protein, conserved",0.0357776292089525,0.0861861476162833,"Not Significant",-0.0357776292089525,1.0251092197971,0.82
"Tb927.11.6420","hypothetical protein, conserved",0.387306471081818,2.60032627851896,"Not Significant",-0.387306471081818,1.30794916610146,0.00251
"Tb927.11.6430","hypothetical protein, conserved",0.172651926657984,0.712198270069774,"Not Significant",-0.172651926657984,1.12712844150481,0.194
"Tb927.11.6440","hypothetical protein, conserved",-0.686307159277877,2.63827216398241,"Not Significant",0.686307159277877,0.621442511161876,0.0023
"Tb927.11.6450","Serine incorporator (Serinc), putative",1.23739452705888,4.41680122603138,"Up in MF",-1.23739452705888,2.35772348307553,3.83e-05
"Tb927.11.6460","hypothetical protein, conserved",-0.313405304609829,2.35753547975788,"Not Significant",0.313405304609829,0.804740025620439,0.00439
"Tb927.11.6470","hypothetical protein, conserved",0.184882850463332,0.795880017344075,"Not Significant",-0.184882850463332,1.13672466531859,0.16
"Tb927.11.6480","FHA domain containing protein, putative",0.552785411731332,2.72584215073632,"Not Significant",-0.552785411731332,1.46691513714339,0.00188
"Tb927.11.6490","hypothetical protein, conserved",0.330186629066095,1.74232142513082,"Not Significant",-0.330186629066095,1.25717599406369,0.0181
"Tb927.11.650","hypothetical protein, conserved",-0.0676598508608638,0.0685421293109949,"Not Significant",0.0676598508608638,0.954184495367206,0.854
"Tb927.11.6500","40S ribosomal protein S21, putative",-0.731906251506969,2.67162039656126,"Not Significant",0.731906251506969,0.602107815215684,0.00213
"Tb927.11.6510","40S ribosomal protein S21, putative",-0.74529396891455,2.7281583934635,"Not Significant",0.74529396891455,0.596546304634076,0.00187
"Tb927.11.6520","hypothetical protein, conserved",0.649915944278344,2.36251027048749,"Not Significant",-0.649915944278344,1.56907677403141,0.00434
"Tb927.11.6530","hypothetical protein, conserved",0.521254018801385,2.7594507517174,"Not Significant",-0.521254018801385,1.43520221188218,0.00174
"Tb927.11.6540","hypothetical protein, conserved",0.342076251153996,1.64781748188864,"Not Significant",-0.342076251153996,1.26757951598944,0.0225
"Tb927.11.6550","PUF nine target 1",-1.35154954109511,3.55595520408192,"Down in MF",1.35154954109511,0.391870929928145,0.000278
"Tb927.11.6560","Centriole protein POC11, putative",0.363447260058654,1.74714696902011,"Not Significant",-0.363447260058654,1.28649625738684,0.0179
"Tb927.11.6570","Nodulin-like, putative",-1.29539914221618,2.6345120151091,"Down in MF",1.29539914221618,0.407423431088048,0.00232
"Tb927.11.6580","hypothetical protein, conserved",0.453069344562955,2.3269790928711,"Not Significant",-0.453069344562955,1.3689496114265,0.00471
"Tb927.11.6590","metallo-peptidase, Clan MF, Family M17",-1.51929981392957,4.54211810326601,"Down in MF",1.51929981392957,0.348855186093707,2.87e-05
"Tb927.11.660","predicted zinc finger protein",-0.481204579901684,2.72124639904717,"Not Significant",0.481204579901684,0.716379232555765,0.0019
"Tb927.11.6600","conserved protein, unknown function",0.922184827028018,3.05305672930217,"Not Significant",-0.922184827028018,1.89498289632877,0.000885
"Tb927.11.6610","hypothetical protein, conserved",-0.392771958677336,1.93181413825384,"Not Significant",0.392771958677336,0.76166475379026,0.0117
"Tb927.11.6620","nucleic acid binding protein, putative",0.201304543229346,0.950781977329818,"Not Significant",-0.201304543229346,1.14973752428615,0.112
"Tb927.11.6630","3-methylcrotonoyl-CoA carboxylase beta subunit, putative",-0.663470832582673,3.13906337929991,"Not Significant",0.663470832582673,0.631357549797263,0.000726
"Tb927.11.6640","cytochrome b5, putative",1.23082435238812,4.11747546204512,"Up in MF",-1.23082435238812,2.34701059145626,7.63e-05
"Tb927.11.6650","hypothetical protein",0.790079781029742,2.02594909720712,"Not Significant",-0.790079781029742,1.72917008307018,0.00942
"Tb927.11.6660","Tex-like protein N-terminal domain/Helix-hairpin-helix motif containing protein, putative",-0.712512446143034,2.68824613894425,"Not Significant",0.712512446143034,0.610256454374474,0.00205
"Tb927.11.6670","hypothetical protein, conserved",-0.469580404632616,3.30189945437661,"Not Significant",0.469580404632616,0.722174605454517,0.000499
"Tb927.11.6680","amino acid permease/transporter, putative",-1.77724742189227,2.69680394257951,"Down in MF",1.77724742189227,0.29173948790398,0.00201
"Tb927.11.6690","protein kinase, putative",0.769145920620096,3.46470587995723,"Not Significant",-0.769145920620096,1.70426055795731,0.000343
"Tb927.11.670","epsinR",1.2646549101577,4.08196966321512,"Up in MF",-1.2646549101577,2.402697309798,8.28e-05
"Tb927.11.6700","hypothetical protein, conserved",-0.145975085806682,0.512861624522813,"Not Significant",0.145975085806682,0.903768333975016,0.307
"Tb927.11.6710","predicted tetratricopeptide repeat (TPR) protein",0.129451858103395,0.835647144215563,"Not Significant",-0.129451858103395,1.09387801099217,0.146
"Tb927.11.6720","mRNA cap guanine-N7 methyltransferase, putative",-1.26477126836854,2.89279003035213,"Down in MF",1.26477126836854,0.416165342928975,0.00128
"Tb927.11.6730","hypothetical protein",0.904990481379746,0.542118103266008,"Not Significant",-0.904990481379746,1.8725321402267,0.287
"Tb927.11.6740","pumilio/PUF RNA binding protein 10, putative",-0.950798293987298,3.54975089168064,"Not Significant",0.950798293987298,0.517346116874807,0.000282
"Tb927.11.6750","DNA ligase, putative",-0.0539791613336049,0.191114132640188,"Not Significant",0.0539791613336049,0.963275807728633,0.644
"Tb927.11.6760","leucine-rich repeat protein (LRRP), putative",0.0123636030500919,0,"Not Significant",-0.0123636030500919,1.00860662242403,1
"Tb927.11.6770","hypothetical protein, conserved",-0.0922657422502081,0.448550002027125,"Not Significant",0.0922657422502081,0.93804839348711,0.356
"Tb927.11.6780","regulator of chromatin condensation, putative",-0.865522224891764,3.39685562737982,"Not Significant",0.865522224891764,0.548847699748737,0.000401
"Tb927.11.6790","predicted WD40 repeat protein",-0.713655874725458,2.93930215964639,"Not Significant",0.713655874725458,0.609772978514226,0.00115
"Tb927.11.680","ribosomal protein L21E (60S), putative",-1.00678887253195,2.45842075605342,"Down in MF",1.00678887253195,0.497652683274037,0.00348
"Tb927.11.6800","hypothetical protein, conserved",1.14809996537245,4.02733440773389,"Up in MF",-1.14809996537245,2.21621825375948,9.39e-05
"Tb927.11.6810","tubulin-tyrsoine ligase-like protein, putative",0.110561219544714,0.52432881167557,"Not Significant",-0.110561219544714,1.07964814631594,0.299
"Tb927.11.6820","hypothetical protein, conserved",0.000394901779832033,0,"Not Significant",-0.000394901779832033,1.00027376252141,1
"Tb927.11.6830","Domain of unknown function(DUF2779), putative",0.0232724404156083,0.0414361167780325,"Not Significant",-0.0232724404156083,1.01626203712464,0.909
"Tb927.11.6840","hypothetical protein, conserved",0.352746525039621,1.97469413473523,"Not Significant",-0.352746525039621,1.27698937825588,0.0106
"Tb927.11.6850","Optic atrophy 3 protein (OPA3), putative",0.0480633230814736,0.0685421293109949,"Not Significant",-0.0480633230814736,1.03387611436518,0.854
"Tb927.11.6860","hypothetical protein",-0.411715965462418,2.18309616062434,"Not Significant",0.411715965462418,0.751728723116196,0.00656
"Tb927.11.6870","14-3-3 protein 2",-0.413535099475861,2.09097914578884,"Not Significant",0.413535099475861,0.750781444962225,0.00811
"Tb927.11.6880","DNA repair and recombination helicase protein PIF1",-0.382085216394052,1.11633856484638,"Not Significant",0.382085216394052,0.767327722529062,0.0765
"Tb927.11.6890","hypothetical protein, conserved",-0.12540504495683,0.156144577376839,"Not Significant",0.12540504495683,0.916746625166078,0.698
"Tb927.11.690","DNA repair and recombination helicase protein PIF2",0.0456758375727782,0.0974532206860086,"Not Significant",-0.0456758375727782,1.03216658956941,0.799
"Tb927.11.6900","hypothetical protein, conserved",-0.0322497997653771,0.140261433802853,"Not Significant",0.0322497997653771,0.977894138370469,0.724
"Tb927.11.6910","hypothetical protein, conserved",2.20872751383074,4.34678748622466,"Up in MF",-2.20872751383074,4.62267364542992,4.5e-05
"Tb927.11.6920","Sec20, putative",0.237358401133063,0.863279432843593,"Not Significant",-0.237358401133063,1.17883222252133,0.137
"Tb927.11.6930","hypothetical protein, conserved",0.158128484326273,0.542118103266008,"Not Significant",-0.158128484326273,1.11583869287435,0.287
"Tb927.11.6940","hypothetical protein",0.829888631525442,3.33161408331,"Not Significant",-0.829888631525442,1.77754813966293,0.000466
"Tb927.11.6950","ATG16/SAP18/CVT11/APG16, putative",0.361933782617474,1.69250396208679,"Not Significant",-0.361933782617474,1.28514734991882,0.0203
"Tb927.11.6960","NADH-cytochrome b5 reductase-like protein",0.370928586102125,1.92081875395238,"Not Significant",-0.370928586102125,1.2931849172075,0.012
"Tb927.11.6970","NADH-cytochrome b5 reductase-like protein",0.083212173413731,0.22112552799726,"Not Significant",-0.083212173413731,1.0593741226295,0.601
"Tb927.11.6980","hypothetical protein, conserved",-0.0875273073043173,0.22767829327708,"Not Significant",0.0875273073043173,0.941134415562145,0.592
"Tb927.11.6990","Calcium/calmodulin-dependent protein kinase kinase, putative",-1.04989023791719,1.95860731484178,"Down in MF",1.04989023791719,0.483004910695552,0.011
"Tb927.11.700","hypothetical protein, conserved",0.252423387403485,1.55595520408192,"Not Significant",-0.252423387403485,1.19120638115453,0.0278
"Tb927.11.7000","hypothetical protein, conserved",0.778531947310094,1.48280410205003,"Not Significant",-0.778531947310094,1.71538444941996,0.0329
"Tb927.11.7010","Calcium/calmodulin-dependent protein kinase kinase, putative",0.847691999337547,3.64016451766011,"Not Significant",-0.847691999337547,1.79961961815689,0.000229
"Tb927.11.7020","proteasome alpha 7 subunit, putative",-0.281234409170179,2.41793663708829,"Not Significant",0.281234409170179,0.822886631750591,0.00382
"Tb927.11.7030","Rad51, putative",0.255004983156699,1.26760624017703,"Not Significant",-0.255004983156699,1.19333986489331,0.054
"Tb927.11.7040","pterin-4-alpha-carbinolamine dehydratase, putative",0.0485547197942377,0.0599818449923368,"Not Significant",-0.0485547197942377,1.03422832314237,0.871
"Tb927.11.7050","PA domain containing protein, putative",0.0278307399433753,0.0231916626619338,"Not Significant",-0.0278307399433753,1.01947806864207,0.948
"Tb927.11.7060","acidocalcisomal pyrophosphatase",0.106574891568484,0.357535479757879,"Not Significant",-0.106574891568484,1.07666907521869,0.439
"Tb927.11.7070","ATP-dependent DEAD/H RNA helicase, putative",0.292972861983471,1.66554624884907,"Not Significant",-0.292972861983471,1.22516228560166,0.0216
"Tb927.11.7080","acidocalcisomal pyrophosphatase",0.441051214706785,2.10402526764094,"Not Significant",-0.441051214706785,1.35759317267211,0.00787
"Tb927.11.7090","hypothetical protein, conserved",0.119152988241849,0.246416941107093,"Not Significant",-0.119152988241849,1.08609702360272,0.567
"Tb927.11.710","SCAMP family, putative",0.264010789381902,2.05700040663396,"Not Significant",-0.264010789381902,1.2008124078829,0.00877
"Tb927.11.7100","cytoplasmic translation machinery associated protein, putative",-0.621644671703679,2.96257350205938,"Not Significant",0.621644671703679,0.649929585798353,0.00109
"Tb927.11.7110","myotubularin-associated protein, putative",0.308677674741697,2.17587416608345,"Not Significant",-0.308677674741697,1.23857194655681,0.00667
"Tb927.11.7120","hypothetical protein, conserved",0.45485309391021,3.03621217265444,"Not Significant",-0.45485309391021,1.37064322864261,0.00092
"Tb927.11.7130","hypothetical protein, conserved",0.547911768293487,2.29413628771608,"Not Significant",-0.547911768293487,1.46196803527012,0.00508
"Tb927.11.7140","cell cycle sequence binding phosphoprotein (RBP45), putative",0.217777044563757,0.681936665037238,"Not Significant",-0.217777044563757,1.1629403057812,0.208
"Tb927.11.7150","NGG1 interacting factor 3-like",0.0210455867471833,0.000434511774017692,"Not Significant",-0.0210455867471833,1.01469460872463,0.999
"Tb927.11.7160","cdc2-related kinase 8, putative",0.677517113173274,2.5003129173816,"Not Significant",-0.677517113173274,1.59938483433961,0.00316
"Tb927.11.7170","seryl-tRNA synthetase",-0.587888045259525,3.30803489723264,"Not Significant",0.587888045259525,0.665316147810525,0.000492
"Tb927.11.7180","MORN repeat, putative",0.281106794957105,1.52724355068279,"Not Significant",-0.281106794957105,1.21512673787504,0.0297
"Tb927.11.7190","hypothetical protein",-0.120127724555146,0.441291429466834,"Not Significant",0.120127724555146,0.920106188255804,0.362
"Tb927.11.720","hypothetical protein, conserved",-0.387593716419328,2.15676722190199,"Not Significant",0.387593716419328,0.764403497044139,0.00697
"Tb927.11.7200","GRIP domain containing protein, putative",-0.134275671402015,0.54821356447571,"Not Significant",0.134275671402015,0.911127165044821,0.283
"Tb927.11.7210","Eukaryotic translation initiation factor 2-alpha kinase 1, putative",0.148346927068326,0.675717544702307,"Not Significant",-0.148346927068326,1.10829883012643,0.211
"Tb927.11.7211","SNF2 DNA repair protein, putative",0.754232751138197,3.12436006299583,"Not Significant",-0.754232751138197,1.68673432073984,0.000751
"Tb927.11.7212","hypothetical protein, conserved",-0.576865539887439,2.28066871301627,"Not Significant",0.576865539887439,0.670418776342841,0.00524
"Tb927.11.7213","Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative",0.135459090295433,0.51427857351842,"Not Significant",-0.135459090295433,1.09844230134951,0.306
"Tb927.11.7214","hypothetical protein, conserved",-0.115002938621552,0.38933983691012,"Not Significant",0.115002938621552,0.923380429896427,0.408
"Tb927.11.7216","origin recognition complex subunit 1 (ORC1), putative",0.275964818710181,0.962573502059376,"Not Significant",-0.275964818710181,1.21080355716281,0.109
"Tb927.11.7218","mitochondrial edited mRNA stability factor 1 subunit",-0.260398385392185,1.02502800570193,"Not Significant",0.260398385392185,0.834857350327438,0.0944
"Tb927.11.7220","neurobeachin/beige protein, putative",0.61199174859478,2.92445303860747,"Not Significant",-0.61199174859478,1.52836777933501,0.00119
"Tb927.11.7230","palmitoyl acyltransferase 8, putative",1.14542039036246,3.61618463401957,"Up in MF",-1.14542039036246,2.21210580354216,0.000242
"Tb927.11.7240","nexin-dynein regulatory complex 2",0.0244645622129135,0.0400051616715838,"Not Significant",-0.0244645622129135,1.01710213761294,0.912
"Tb927.11.7250","hypothetical protein, conserved",-1.06851757762275,4.2518119729938,"Down in MF",1.06851757762275,0.476808685908024,5.6e-05
"Tb927.11.7260","hypothetical protein, conserved",-0.940171830913075,2.29242982390206,"Not Significant",0.940171830913075,0.521170803137611,0.0051
"Tb927.11.7270","proteasome beta 3 subunit, putative",-0.302710429180741,1.83863199776503,"Not Significant",0.302710429180741,0.810727828951526,0.0145
"Tb927.11.7280","DNA-direcetd RNA polymerase II, subunit 9, putative",-0.285182326286452,1.09312646527793,"Not Significant",0.285182326286452,0.820637890900628,0.0807
"Tb927.11.7290","pantothenate kinase subunit, putative",-0.00679767511240978,0,"Not Significant",0.00679767511240978,0.995299293727,1
"Tb927.11.730","hypothetical protein",1.6950868913675,2.70774392864352,"Up in MF",-1.6950868913675,3.23796387804509,0.00196
"Tb927.11.7300","major facilitator superfamily, putative",1.07249299395076,3.9100948885606,"Up in MF",-1.07249299395076,2.10306434901317,0.000123
"Tb927.11.7310","RNA binding protein, putative",-0.226921130071682,0.677780705266081,"Not Significant",0.226921130071682,0.854456451438477,0.21
"Tb927.11.7320","dual specificity phopshatase, putative",-0.485193631569569,1.1180450286604,"Not Significant",0.485193631569569,0.71440117995528,0.0762
"Tb927.11.7330","hypothetical protein, conserved",-0.784530645148028,2.04143611677803,"Not Significant",0.784530645148028,0.580540794966163,0.00909
"Tb927.11.7340","hypothetical protein, conserved",-0.0278414368070068,0.0282604091122217,"Not Significant",0.0278414368070068,0.980886805008563,0.937
"Tb927.11.7350","Histone H2B variant V",-0.828461749669266,3.47237009912866,"Not Significant",0.828461749669266,0.563129349951617,0.000337
"Tb927.11.7360","palmitoyl acyltransferase 9, putative",-0.0893776706914901,0.298432014944073,"Not Significant",0.0893776706914901,0.939928114625684,0.503
"Tb927.11.7370","haloacid dehalogenase hydrolase, putative",0.532101440455713,2.30016227413275,"Not Significant",-0.532101440455713,1.4460339661974,0.00501
"Tb927.11.7380","glycerol-3-phosphate dehydrogenase (FAD-dependent), mitochondrial",1.54265782797364,3.60380065290426,"Up in MF",-1.54265782797364,2.91330718054281,0.000249
"Tb927.11.7390","NADH-ubiquinone oxidoreductase complex I, 21 kDa subunit, putative",-0.251449859099367,0.798602875679548,"Not Significant",0.251449859099367,0.840051767651706,0.159
"Tb927.11.740","eukaryotic translation initiation factor 5A",-1.33309934352014,3.39577394691553,"Down in MF",1.33309934352014,0.396914633109812,0.000402
"Tb927.11.7400","hypothetical protein, conserved",0.300286150873296,1.77728352885242,"Not Significant",-0.300286150873296,1.23138862849717,0.0167
"Tb927.11.7410","MSP-A, putative",1.80236856287886,4.65560772631489,"Up in MF",-1.80236856287886,3.4879238983997,2.21e-05
"Tb927.11.7420","phosphoadenosine phosphosulfate reductase-like protein",-0.64197185425515,2.68824613894425,"Not Significant",0.64197185425515,0.640836464128803,0.00205
"Tb927.11.7430","hypothetical protein, conserved",-0.144604078422539,0.625251653989896,"Not Significant",0.144604078422539,0.904627602193553,0.237
"Tb927.11.7440","hypothetical protein, conserved",0.288076354121549,0.84163750790475,"Not Significant",-0.288076354121549,1.22101113253873,0.144
"Tb927.11.7450","zinc finger protein family member, putative",-0.0866905258685984,0.168130225719498,"Not Significant",0.0866905258685984,0.941680443805257,0.679
"Tb927.11.7460","luminal binding protein 1 (BiP), putative",0.198854193456146,0.928117992693875,"Not Significant",-0.198854193456146,1.14778640650664,0.118
"Tb927.11.7470","hypothetical protein, conserved",-0.203031612833559,0.769551078621726,"Not Significant",0.203031612833559,0.868723149179448,0.17
"Tb927.11.7480","vacuolar type h+ ATPase subunit, putative",0.511148897450722,2.64781748188864,"Not Significant",-0.511148897450722,1.4251846968044,0.00225
"Tb927.11.7490","Protein of unknown function (DUF423), putative",-3.63218795506298,2.58169870868025,"Down in MF",3.63218795506298,0.080649647890548,0.00262
"Tb927.11.750","DNA repair protein, putative",-0.0189453844776053,0.0199966284162537,"Not Significant",0.0189453844776053,0.986953907893371,0.955
"Tb927.11.7500","Protein of unknown function (DUF423), putative",-3.79360710213885,2.5543957967264,"Down in MF",3.79360710213885,0.0721124864716531,0.00279
"Tb927.11.7510","luminal binding protein 1 (BiP), putative",0.206371878331228,1.12609840213554,"Not Significant",-0.206371878331228,1.15378297323539,0.0748
"Tb927.11.7520","hypothetical protein, conserved",-0.186589096983735,0.94692155651658,"Not Significant",0.186589096983735,0.878680695157984,0.113
"Tb927.11.7530","long-chain-fatty-acid-CoA ligase, putative",0.115805899336321,0.568636235841013,"Not Significant",-0.115805899336321,1.08358017180586,0.27
"Tb927.11.7540","electron-transfer-flavoprotein, alpha polypeptide, putative",-0.713156124701641,2.77989191195995,"Not Significant",0.713156124701641,0.609984240657631,0.00166
"Tb927.11.7550","hypothetical protein, conserved",3.49546596494492,4.92811799269387,"Up in MF",-3.49546596494492,11.2782081144011,1.18e-05
"Tb927.11.7560","predicted WD40 repeat protein",-0.928683245283761,3.46344155742847,"Not Significant",0.928683245283761,0.525337601227343,0.000344
"Tb927.11.7570","ATP-grasp domain containing protein, putative",0.592838341447629,3.39794000867204,"Not Significant",-0.592838341447629,1.50821106738693,4e-04
"Tb927.11.7580","hypothetical protein, conserved",-1.24387087047178,3.70774392864352,"Down in MF",1.24387087047178,0.422238234778263,0.000196
"Tb927.11.7590","hypothetical protein, conserved",-0.495079210471881,2.68193666503724,"Not Significant",0.495079210471881,0.709522721029681,0.00208
"Tb927.11.760","protein phosphatase 2C, putative",-0.583586945825874,2.84771165561694,"Not Significant",0.583586945825874,0.667302611124506,0.00142
"Tb927.11.7600","hypothetical protein, conserved",-0.202694301068643,1.03385826726097,"Not Significant",0.202694301068643,0.868926286217622,0.0925
"Tb927.11.7620","MSP-A, putative",2.56474642549988,4.34008379993015,"Up in MF",-2.56474642549988,5.91651003346932,4.57e-05
"Tb927.11.7630","Gp63-1 surface protease homolog, putative",2.65190124184282,4.66958622665081,"Up in MF",-2.65190124184282,6.28494988904351,2.14e-05
"Tb927.11.7640","Gp63-1 surface protease homolog, putative",1.9979161742889,4.40340290437354,"Up in MF",-1.9979161742889,3.99422657889675,3.95e-05
"Tb927.11.7650","hypothetical protein",0.285636040277476,1.84163750790475,"Not Significant",-0.285636040277476,1.21894754205559,0.0144
"Tb927.11.7660","hypothetical protein",0.473411427940266,3.14813039927023,"Not Significant",-0.473411427940266,1.38838860338781,0.000711
"Tb927.11.7670","Cornifin (SPRR) family, putative",0.817899386963525,3.1505805862031,"Not Significant",-0.817899386963525,1.76283737187915,0.000707
"Tb927.11.7680","hypothetical protein, conserved",-0.219868695898715,0.991399828238082,"Not Significant",0.219868695898715,0.85864358066788,0.102
"Tb927.11.7690","hypothetical protein",0.156256500729276,0.962573502059376,"Not Significant",-0.156256500729276,1.11439176399171,0.109
"Tb927.11.770","hypothetical protein, conserved",-0.219918156221296,1.4089353929735,"Not Significant",0.219918156221296,0.858614144051477,0.039
"Tb927.11.7700","hypothetical protein",-2.30460007690864,2.7281583934635,"Down in MF",2.30460007690864,0.202416657383941,0.00187
